origin_id,destination_id,train_plan_train_number,train_plan_train_name,train_plan_duration,train_plan_cost,train_plan_origin_station,train_plan_destination_station,origin_type,destination_type
B000A83M61,B017B02U7H,101005027161,G665(北京西-西安),237.0,337.0,北京西,洛阳龙门,火车站,火车站
B000A83M61,B017B011IO,101002380702,Z151(北京西-西宁),434.0,297.0,北京西,洛阳,火车站,火车站
B000A9S5OF,B017B02U7H,101005027161,G665(北京西-西安),237.0,337.0,北京西,洛阳龙门,火车站,火车站
B000A9S5OF,B017B011IO,101002380702,Z151(北京西-西宁),434.0,297.0,北京西,洛阳,火车站,火车站
B000A83AJN,B017B02U7H,101014652736,G4197(北京丰台-灵宝西),209.0,334.0,北京丰台,洛阳龙门,火车站,火车站
B000A83AJN,B017B011IO,101002380702,Z151(北京西-西宁),434.0,297.0,北京西,洛阳,火车站,火车站
B000A83C36,B017B02U7H,101014652736,G4197(北京丰台-灵宝西),209.0,334.0,北京丰台,洛阳龙门,火车站,火车站
B000A83C36,B017B011IO,101002380702,Z151(北京西-西宁),434.0,297.0,北京西,洛阳,火车站,火车站
B000A833V8,B017B02U7H,101014652736,G4197(北京丰台-灵宝西),209.0,334.0,北京丰台,洛阳龙门,火车站,火车站
B000A833V8,B017B011IO,101002380702,Z151(北京西-西宁),434.0,297.0,北京西,洛阳,火车站,火车站
B0H6XMWL0S,B0200172JB,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B0H6XMWL0S,B020015V08,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B0H6XMWL0S,B0G1RA0HZI,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B0H6XMWL0S,B02000K28P,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83M61,B0200172JB,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83M61,B020015V08,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83M61,B0G1RA0HZI,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83M61,B02000K28P,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A9S5OF,B0200172JB,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A9S5OF,B020015V08,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A9S5OF,B0G1RA0HZI,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A9S5OF,B02000K28P,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83AJN,B0200172JB,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83AJN,B020015V08,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83AJN,B0G1RA0HZI,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83AJN,B02000K28P,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83C36,B0200172JB,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83C36,B020015V08,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83C36,B0G1RA0HZI,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A83C36,B02000K28P,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A833V8,B0200172JB,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A833V8,B020015V08,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A833V8,B0G1RA0HZI,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B000A833V8,B02000K28P,101010224399,G27(北京南-上海),248.0,627.0,北京南,苏州北,火车站,火车站
B0H6XMWL0S,B001B0IZUF,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B0H6XMWL0S,B0G10CFS2G,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B000A83M61,B001B0IZUF,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B000A83M61,B0G10CFS2G,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B000A9S5OF,B001B0IZUF,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B000A9S5OF,B0G10CFS2G,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B000A83AJN,B001B0IZUF,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B000A83AJN,B0G10CFS2G,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B000A83C36,B001B0IZUF,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B000A83C36,B0G10CFS2G,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B000A833V8,B001B0IZUF,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B000A833V8,B0G10CFS2G,101014680868,D919(北京西-南宁东),317.0,379.0,北京西,武汉,火车站,火车站
B0H6XMWL0S,B025004DVF,101007273042,G325(北京-厦门北),666.0,1001.5,北京南,厦门北,火车站,火车站
B0H6XMWL0S,B0250043J1,101007273042,G325(北京-厦门北),666.0,1001.5,北京南,厦门北,火车站,火车站
B000A83M61,B025004DVF,101007273042,G325(北京-厦门北),666.0,1001.5,北京南,厦门北,火车站,火车站
B000A83M61,B0250043J1,101007273042,G325(北京-厦门北),666.0,1001.5,北京南,厦门北,火车站,火车站
B000A9S5OF,B025004DVF,101007273042,G325(北京-厦门北),685.0,1006.5,北京,厦门北,火车站,火车站
B000A9S5OF,B0250043J1,101007273042,G325(北京-厦门北),685.0,1006.5,北京,厦门北,火车站,火车站
B000A83AJN,B025004DVF,101007273042,G325(北京-厦门北),666.0,1001.5,北京南,厦门北,火车站,火车站
B000A83AJN,B0250043J1,101007273042,G325(北京-厦门北),666.0,1001.5,北京南,厦门北,火车站,火车站
B000A83C36,B025004DVF,101007273042,G325(北京-厦门北),685.0,1006.5,北京,厦门北,火车站,火车站
B000A83C36,B0250043J1,101007273042,G325(北京-厦门北),685.0,1006.5,北京,厦门北,火车站,火车站
B000A833V8,B025004DVF,101007273042,G325(北京-厦门北),666.0,1001.5,北京南,厦门北,火车站,火车站
B000A833V8,B0250043J1,101007273042,G325(北京-厦门北),666.0,1001.5,北京南,厦门北,火车站,火车站
B0H6XMWL0S,B001C80DL2,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B0H6XMWL0S,B001C953EF,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B0H6XMWL0S,B001C8WIJI,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A83M61,B001C80DL2,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A83M61,B001C953EF,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A83M61,B001C8WIJI,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A9S5OF,B001C80DL2,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A9S5OF,B001C953EF,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A9S5OF,B001C8WIJI,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A83AJN,B001C80DL2,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A83AJN,B001C953EF,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A83AJN,B001C8WIJI,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A83C36,B001C80DL2,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A83C36,B001C953EF,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A83C36,B001C8WIJI,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A833V8,B001C80DL2,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A833V8,B001C953EF,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B000A833V8,B001C8WIJI,101001623368,G87(北京西-成都东),452.0,840.5,北京西,成都东,火车站,火车站
B0H6XMWL0S,B02F38IPWZ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B0H6XMWL0S,B02F38MIAX,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B0H6XMWL0S,B02F30A89U,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B0H6XMWL0S,B0FFFDSOEQ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83M61,B02F38IPWZ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83M61,B02F38MIAX,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83M61,B02F30A89U,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83M61,B0FFFDSOEQ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A9S5OF,B02F38IPWZ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A9S5OF,B02F38MIAX,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A9S5OF,B02F30A89U,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A9S5OF,B0FFFDSOEQ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83AJN,B02F38IPWZ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83AJN,B02F38MIAX,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83AJN,B02F30A89U,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83AJN,B0FFFDSOEQ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83C36,B02F38IPWZ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83C36,B02F38MIAX,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83C36,B02F30A89U,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A83C36,B0FFFDSOEQ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A833V8,B02F38IPWZ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A833V8,B02F38MIAX,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A833V8,B02F30A89U,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B000A833V8,B0FFFDSOEQ,101013146035,D927(北京西-潮汕),677.0,756.0,北京西,深圳北,火车站,火车站
B0H6XMWL0S,B03830MO5H,101007361367,Z501(北京西-三亚),2308.0,1294.0,北京西,三亚,火车站,火车站
B000A83M61,B03830MO5H,101007361367,Z501(北京西-三亚),2308.0,1294.0,北京西,三亚,火车站,火车站
B000A9S5OF,B03830MO5H,101007361367,Z501(北京西-三亚),2308.0,1294.0,北京西,三亚,火车站,火车站
B000A83AJN,B03830MO5H,101007361367,Z501(北京西-三亚),2308.0,1294.0,北京西,三亚,火车站,火车站
B000A83C36,B03830MO5H,101007361367,Z501(北京西-三亚),2308.0,1294.0,北京西,三亚,火车站,火车站
B000A833V8,B03830MO5H,101007361367,Z501(北京西-三亚),2308.0,1294.0,北京西,三亚,火车站,火车站
B0H6XMWL0S,B00190YPLY,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B0H6XMWL0S,B001905HYA,101013105805,Z281(包头-杭州),601.0,141.5,北京丰台,南京,火车站,火车站
B000A83M61,B00190YPLY,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B000A83M61,B001905HYA,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B000A9S5OF,B00190YPLY,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B000A9S5OF,B001905HYA,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B000A83AJN,B00190YPLY,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B000A83AJN,B001905HYA,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B000A83C36,B00190YPLY,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B000A83C36,B001905HYA,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B000A833V8,B00190YPLY,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B000A833V8,B001905HYA,101001623333,G39(北京南-杭州东),193.0,533.0,北京南,南京南,火车站,火车站
B0H6XMWL0S,B0FFKDI9UX,101003866237,G37(北京南-千岛湖),289.0,633.0,北京南,杭州西,火车站,火车站
B0H6XMWL0S,B023B08WDR,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B0H6XMWL0S,B023B07ERI,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B0H6XMWL0S,B0FFFYUWRA,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A83M61,B0FFKDI9UX,101003866237,G37(北京南-千岛湖),289.0,633.0,北京南,杭州西,火车站,火车站
B000A83M61,B023B08WDR,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A83M61,B023B07ERI,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A83M61,B0FFFYUWRA,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A9S5OF,B0FFKDI9UX,101003866237,G37(北京南-千岛湖),289.0,633.0,北京南,杭州西,火车站,火车站
B000A9S5OF,B023B08WDR,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A9S5OF,B023B07ERI,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A9S5OF,B0FFFYUWRA,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A83AJN,B0FFKDI9UX,101003866237,G37(北京南-千岛湖),289.0,633.0,北京南,杭州西,火车站,火车站
B000A83AJN,B023B08WDR,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A83AJN,B023B07ERI,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A83AJN,B0FFFYUWRA,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A83C36,B0FFKDI9UX,101003866237,G37(北京南-千岛湖),289.0,633.0,北京南,杭州西,火车站,火车站
B000A83C36,B023B08WDR,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A83C36,B023B07ERI,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A83C36,B0FFFYUWRA,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A833V8,B0FFKDI9UX,101003866237,G37(北京南-千岛湖),289.0,633.0,北京南,杭州西,火车站,火车站
B000A833V8,B023B08WDR,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A833V8,B023B07ERI,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B000A833V8,B0FFFYUWRA,101001623333,G39(北京南-杭州东),257.0,674.0,北京南,杭州东,火车站,火车站
B0H6XMWL0S,B0FFFR0KU5,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B0H6XMWL0S,B0FFFGNW0R,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B0H6XMWL0S,B035301F2G,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A83M61,B0FFFR0KU5,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A83M61,B0FFFGNW0R,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A83M61,B035301F2G,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A9S5OF,B0FFFR0KU5,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A9S5OF,B0FFFGNW0R,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A9S5OF,B035301F2G,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A83AJN,B0FFFR0KU5,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A83AJN,B0FFFGNW0R,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A83AJN,B035301F2G,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A83C36,B0FFFR0KU5,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A83C36,B0FFFGNW0R,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A83C36,B035301F2G,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A833V8,B0FFFR0KU5,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A833V8,B0FFFGNW0R,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B000A833V8,B035301F2G,101013146040,D939(北京西-昆明南),695.0,709.0,北京西,贵阳北,火车站,火车站
B0H6XMWL0S,B0FFG05MUM,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B0H6XMWL0S,B001781ZYX,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B0H6XMWL0S,B0FFI60WX5,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A83M61,B0FFG05MUM,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A83M61,B001781ZYX,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A83M61,B0FFI60WX5,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A9S5OF,B0FFG05MUM,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A9S5OF,B001781ZYX,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A9S5OF,B0FFI60WX5,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A83AJN,B0FFG05MUM,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A83AJN,B001781ZYX,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A83AJN,B0FFI60WX5,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A83C36,B0FFG05MUM,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A83C36,B001781ZYX,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A83C36,B0FFI60WX5,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A833V8,B0FFG05MUM,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A833V8,B001781ZYX,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B000A833V8,B0FFI60WX5,101001623330,G51(北京西-重庆北),420.0,801.0,北京西,重庆北,火车站,火车站
B0H6XMWL0S,B0KD9R7XRY,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B0H6XMWL0S,B00155MPRL,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B0H6XMWL0S,B00155KSDE,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B0H6XMWL0S,B00155DNI5,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B000A83M61,B0KD9R7XRY,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B000A83M61,B00155MPRL,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B000A83M61,B00155KSDE,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B000A83M61,B00155DNI5,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B000A9S5OF,B0KD9R7XRY,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B000A9S5OF,B00155MPRL,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B000A9S5OF,B00155KSDE,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B000A9S5OF,B00155DNI5,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B000A83AJN,B0KD9R7XRY,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B000A83AJN,B00155MPRL,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B000A83AJN,B00155KSDE,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B000A83AJN,B00155DNI5,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B000A83C36,B0KD9R7XRY,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B000A83C36,B00155MPRL,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B000A83C36,B00155KSDE,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B000A83C36,B00155DNI5,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B000A833V8,B0KD9R7XRY,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B000A833V8,B00155MPRL,101001614899,G5(北京南-上海虹桥),277.0,626.0,北京南,上海虹桥,火车站,火车站
B000A833V8,B00155KSDE,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B000A833V8,B00155DNI5,101010224399,G27(北京南-上海),275.0,669.0,北京南,上海,火车站,火车站
B0200172JB,B0FFLHQPEP,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B0200172JB,B00140VAP3,101013086330,G1744(张家港-广州南),539.0,768.0,张家港,广州南,火车站,火车站
B0200172JB,B00140TY64,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B0200172JB,B00140UERW,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B0200172JB,B00140WEW0,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B020015V08,B0FFLHQPEP,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B020015V08,B00140VAP3,101013086330,G1744(张家港-广州南),539.0,768.0,张家港,广州南,火车站,火车站
B020015V08,B00140TY64,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B020015V08,B00140UERW,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B020015V08,B00140WEW0,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B0G1RA0HZI,B0FFLHQPEP,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B0G1RA0HZI,B00140VAP3,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B0G1RA0HZI,B00140TY64,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B0G1RA0HZI,B00140UERW,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B0G1RA0HZI,B00140WEW0,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B02000K28P,B0FFLHQPEP,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B02000K28P,B00140VAP3,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B02000K28P,B00140TY64,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B02000K28P,B00140UERW,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B02000K28P,B00140WEW0,101014281202,G1305(上海南-广州东),441.0,853.0,苏州南,广州东,火车站,火车站
B0200172JB,B0FFF6PXF2,101013086042,D2914(上海虹桥-青岛),308.0,289.0,苏州,青岛北,火车站,火车站
B0200172JB,B0214082PH,101013086021,D2906(上海-青岛),287.0,305.0,苏州,青岛,火车站,火车站
B0200172JB,B0FFJANJXQ,101013086007,D2922(上海-淄博北),260.0,254.0,苏州,青岛西,火车站,火车站
B020015V08,B0FFF6PXF2,101013086042,D2914(上海虹桥-青岛),308.0,289.0,苏州,青岛北,火车站,火车站
B020015V08,B0214082PH,101013086021,D2906(上海-青岛),287.0,305.0,苏州,青岛,火车站,火车站
B020015V08,B0FFJANJXQ,101013086007,D2922(上海-淄博北),260.0,254.0,苏州,青岛西,火车站,火车站
B0G1RA0HZI,B0FFF6PXF2,101013085196,G238(杭州西-青岛北),355.0,353.0,苏州南,青岛北,火车站,火车站
B0G1RA0HZI,B0214082PH,101013085196,G238(杭州西-青岛北),355.0,353.0,苏州南,青岛北,火车站,火车站
B0G1RA0HZI,B0FFJANJXQ,101013085196,G238(杭州西-青岛北),314.0,325.0,苏州南,青岛西,火车站,火车站
B02000K28P,B0FFF6PXF2,101013086042,D2914(上海虹桥-青岛),308.0,289.0,苏州,青岛北,火车站,火车站
B02000K28P,B0214082PH,101013086021,D2906(上海-青岛),287.0,305.0,苏州,青岛,火车站,火车站
B02000K28P,B0FFJANJXQ,101013086007,D2922(上海-淄博北),270.0,258.0,苏州园区,青岛西,火车站,火车站
B0200172JB,B017B02U7H,101002380716,Z164(上海-拉萨),563.0,247.5,苏州,洛阳,火车站,火车站
B0200172JB,B017B011IO,101002380716,Z164(上海-拉萨),563.0,247.5,苏州,洛阳,火车站,火车站
B020015V08,B017B02U7H,101013086757,G1916(上海虹桥-西安北),300.0,489.0,苏州北,洛阳龙门,火车站,火车站
